"id_kit","cod_programa","nom_programa","programa","cod_meta","nom_meta","meta","cod_subfin","nom_subfin","sub_finalidad","cod_producto","cod_actividad","cod_clasificador","nom_clasificador","clasificador","nivel","tipo_bien","tipo_calculo","cod_item_fam","nom_item_fam","item_fam"
189,16,"TBC-VIH/SIDA","0016 TBC-VIH/SIDA",33,"DIAGNOSTICO DE CASOS DE TUBERCULOSIS","33 DIAGNOSTICO DE CASOS DE TUBERCULOSIS",209,"DIAGNOSTICO DE TUBERCULOSIS PULMONAR","4396401 DIAGNOSTICO DE TUBERCULOSIS PULMONAR","3000614","5004438","2.3. 1  2. 1  1","VESTUARIO, ACCESORIOS Y PRENDAS DIVERSAS","2.3. 1  2. 1  1 VESTUARIO, ACCESORIOS Y PRENDAS DIVERSAS","I","B",2,"899600070142","CHALECO DE DRIL TIPO PERIODISTA UNISEX TALLA S","899600070142 CHALECO DE DRIL TIPO PERIODISTA UNISEX TALLA S"
190,16,"TBC-VIH/SIDA","0016 TBC-VIH/SIDA",33,"DIAGNOSTICO DE CASOS DE TUBERCULOSIS","33 DIAGNOSTICO DE CASOS DE TUBERCULOSIS",210,"DIAGNOSTICO DE TUBERCULOSIS EXTRA PULMONAR","4396402 DIAGNOSTICO DE TUBERCULOSIS EXTRA PULMONAR","3000614","5004438","2.3. 1  2. 1  1","VESTUARIO, ACCESORIOS Y PRENDAS DIVERSAS","2.3. 1  2. 1  1 VESTUARIO, ACCESORIOS Y PRENDAS DIVERSAS","I","B",2,"899600070142","CHALECO DE DRIL TIPO PERIODISTA UNISEX TALLA S","899600070142 CHALECO DE DRIL TIPO PERIODISTA UNISEX TALLA S"
191,129,"PREVENCION Y MANEJO DE CONDICIONES SECUNDARIAS DE SALUD EN PERSONAS CON DISCAPACIDAD","0129 PREVENCION Y MANEJO DE CONDICIONES SECUNDARIAS DE SALUD EN PERSONAS CON DISCAPACIDAD",108,"DESARROLLO DE NORMAS Y GUIAS TECNICAS EN DISCAPACIDAD","108 DESARROLLO DE NORMAS Y GUIAS TECNICAS EN DISCAPACIDAD",1429,"IMPLEMENTACIÓN DE DOCUMENTOS TÉCNICOS NORMATIVOS","5005146 IMPLEMENTACIÓN DE DOCUMENTOS TÉCNICOS NORMATIVOS","3000001","5005144","2.3. 1  5. 1  2","PAPELERIA EN GENERAL, UTILES Y MATERIALES DE OFICINA","2.3. 1  5. 1  2 PAPELERIA EN GENERAL, UTILES Y MATERIALES DE OFICINA","I","B",2,"767500590004","MEMORIA PORTATIL USB DE 8 GB","767500590004 MEMORIA PORTATIL USB DE 8 GB"
192,2,"SALUD MATERNO NEONATAL","0002 SALUD MATERNO NEONATAL",14,"ADOLESCENTES ACCEDEN A SERVICIOS DE SALUD PARA PREVENCION DEL EMBARAZO","14 ADOLESCENTES ACCEDEN A SERVICIOS DE SALUD PARA PREVENCION DEL EMBARAZO",80,"ATENCION INTEGRAL PARA LA PREVENCION DEL EMBARAZO ADOLESCENTE","5000502 ATENCION INTEGRAL PARA LA PREVENCION DEL EMBARAZO ADOLESCENTE","3000005","5000058","2.3. 1  5. 1  2","PAPELERIA EN GENERAL, UTILES Y MATERIALES DE OFICINA","2.3. 1  5. 1  2 PAPELERIA EN GENERAL, UTILES Y MATERIALES DE OFICINA","I","B",2,"767500590004","MEMORIA PORTATIL USB DE 8 GB","767500590004 MEMORIA PORTATIL USB DE 8 GB"
193,131,"CONTROL Y PREVENCION EN SALUD MENTAL","0131 CONTROL Y PREVENCION EN SALUD MENTAL",122,"TRATAMIENTO AMBULATORIO DEPERSONAS CON TRASTORNOS AFECTIVOS (DEPRESION Y CONDUCTA SUICIDA) Y DE ANSIEDAD","122 TRATAMIENTO AMBULATORIO DEPERSONAS CON TRASTORNOS AFECTIVOS (DEPRESION Y CONDUCTA SUICIDA) Y DE ANSIEDAD",1437,"TRATAMIENTO AMBULATORIO DE PERSONAS CON DEPRESIÓN","5005190 TRATAMIENTO AMBULATORIO DE PERSONAS CON DEPRESIÓN","3000700","5005190","2.3. 1  5. 1  1","REPUESTOS Y ACCESORIOS","2.3. 1  5. 1  1 REPUESTOS Y ACCESORIOS","I","B",2,"767500590004","MEMORIA PORTATIL USB DE 8 GB","767500590004 MEMORIA PORTATIL USB DE 8 GB"
194,18,"ENFERMEDADES NO TRANSMISIBLES","0018 ENFERMEDADES NO TRANSMISIBLES",56,"MONITOREO, SUPERVISION, EVALUACION Y CONTROL DE ENFERMEDADES NO TRASMISIBLES","56 MONITOREO, SUPERVISION, EVALUACION Y CONTROL DE ENFERMEDADES NO TRASMISIBLES",392,"EVALUACION DEL PROGRAMA DE NO TRASMISIBLES","4398503 EVALUACION DEL PROGRAMA DE NO TRASMISIBLES","3000001","5004452","2.3. 1  5. 1  2","PAPELERIA EN GENERAL, UTILES Y MATERIALES DE OFICINA","2.3. 1  5. 1  2 PAPELERIA EN GENERAL, UTILES Y MATERIALES DE OFICINA","I","B",2,"767500590004","MEMORIA PORTATIL USB DE 8 GB","767500590004 MEMORIA PORTATIL USB DE 8 GB"
195,17,"ENFERMEDADES METAXENICAS Y ZOONOSIS","0017 ENFERMEDADES METAXENICAS Y ZOONOSIS",47,"MONITOREO, SUPERVISION, EVALUACION Y CONTROL METAXENICAS Y ZOONOSIS","47 MONITOREO, SUPERVISION, EVALUACION Y CONTROL METAXENICAS Y ZOONOSIS",1331,"EVALUACIÓN DE DIAGNOSTICO ESPECIALIZADO","4397505 EVALUACIÓN DE DIAGNOSTICO ESPECIALIZADO","3000001","5000085","2.3. 1  5. 1  2","PAPELERIA EN GENERAL, UTILES Y MATERIALES DE OFICINA","2.3. 1  5. 1  2 PAPELERIA EN GENERAL, UTILES Y MATERIALES DE OFICINA","I","B",2,"767500590004","MEMORIA PORTATIL USB DE 8 GB","767500590004 MEMORIA PORTATIL USB DE 8 GB"
196,17,"ENFERMEDADES METAXENICAS Y ZOONOSIS","0017 ENFERMEDADES METAXENICAS Y ZOONOSIS",51,"POBLADORES DE AREAS CON RIESGO DE TRASMISION INFORMADA CONOCE LOS MECANISMOS DE TRASMISION DE ENFERMEDADES METAXENICAS Y ZOONOTICAS","51 POBLADORES DE AREAS CON RIESGO DE TRASMISION INFORMADA CONOCE LOS MECANISMOS DE TRASMISION DE ENFERMEDADES METAXENICAS Y ZOONOTICAS",247,"POBLACION INFORMADA SOBRE PREVENCION Y CONTROL DE LAS ENFERMEDADES METAXENICAS Y ZOONOTICAS POR MEDIOS ALTERNATIVOS","4398002 POBLACION INFORMADA SOBRE PREVENCION Y CONTROL DE LAS ENFERMEDADES METAXENICAS Y ZOONOTICAS POR MEDIOS ALTERNATIVOS","3043980","5000090","2.3. 1  5. 1  2","PAPELERIA EN GENERAL, UTILES Y MATERIALES DE OFICINA","2.3. 1  5. 1  2 PAPELERIA EN GENERAL, UTILES Y MATERIALES DE OFICINA","I","B",2,"767500590004","MEMORIA PORTATIL USB DE 8 GB","767500590004 MEMORIA PORTATIL USB DE 8 GB"
197,131,"CONTROL Y PREVENCION EN SALUD MENTAL","0131 CONTROL Y PREVENCION EN SALUD MENTAL",125,"TRATAMIENTO CON INTERNAMIENTO DE PERSONAS CON SINDROME O TRASTORNO PSICOTICO","125 TRATAMIENTO CON INTERNAMIENTO DE PERSONAS CON SINDROME O TRASTORNO PSICOTICO",805,"TRATAMIENTO CON INTERNAMIENTO DE PERSONAS CON SÍNDROME O TRASTORNO PSICÓTICO EN HOSPITALES","5005196 TRATAMIENTO CON INTERNAMIENTO DE PERSONAS CON SÍNDROME O TRASTORNO PSICÓTICO EN HOSPITALES","3000702","5005196","2.3. 1  2. 1  1","VESTUARIO, ACCESORIOS Y PRENDAS DIVERSAS","2.3. 1  2. 1  1 VESTUARIO, ACCESORIOS Y PRENDAS DIVERSAS","I","B",3,"899600210002","CALZÓN DE ALGODÓN PARA DAMA","899600210002 CALZÓN DE ALGODÓN PARA DAMA"
198,2,"SALUD MATERNO NEONATAL","0002 SALUD MATERNO NEONATAL",14,"ADOLESCENTES ACCEDEN A SERVICIOS DE SALUD PARA PREVENCION DEL EMBARAZO","14 ADOLESCENTES ACCEDEN A SERVICIOS DE SALUD PARA PREVENCION DEL EMBARAZO",80,"ATENCION INTEGRAL PARA LA PREVENCION DEL EMBARAZO ADOLESCENTE","5000502 ATENCION INTEGRAL PARA LA PREVENCION DEL EMBARAZO ADOLESCENTE","3000005","5000058","2.3. 1  2. 1  2","TEXTILES Y ACABADOS TEXTILES","2.3. 1  2. 1  2 TEXTILES Y ACABADOS TEXTILES","I","B",2,"798100060220","SABANA DE POLIPIMA","798100060220 SABANA DE POLIPIMA"
199,18,"ENFERMEDADES NO TRANSMISIBLES","0018 ENFERMEDADES NO TRANSMISIBLES",64,"BRINDAR TRATAMIENTO A PERSONAS CON DIAGNOSTICO DE DIABETES MELLITUS","64 BRINDAR TRATAMIENTO A PERSONAS CON DIAGNOSTICO DE DIABETES MELLITUS",388,"PACIENTE DIABÉTICO NO COMPLICADO CONTROLADO ","5001703 PACIENTE DIABÉTICO NO COMPLICADO CONTROLADO ","3000017","5000115","2.3. 2  9. 1  1","LOCACION DE SERVICIOS REALIZADOS POR PERSONAS NATURALES RELACIONADAS AL ROL DE LA ENTIDAD","2.3. 2  9. 1  1 LOCACION DE SERVICIOS REALIZADOS POR PERSONAS NATURALES RELACIONADAS AL ROL DE LA ENTIDAD","I","S",1,"070500030403","SERVICIO DE SOPORTE NUTRICIONAL PARA PREVENCION DE ENFERMEDADES CRONCAS NO TRANSMISIBLES","070500030403 SERVICIO DE SOPORTE NUTRICIONAL PARA PREVENCION DE ENFERMEDADES CRONCAS NO TRANSMISIBLES"
200,17,"ENFERMEDADES METAXENICAS Y ZOONOSIS","0017 ENFERMEDADES METAXENICAS Y ZOONOSIS",47,"MONITOREO, SUPERVISION, EVALUACION Y CONTROL METAXENICAS Y ZOONOSIS","47 MONITOREO, SUPERVISION, EVALUACION Y CONTROL METAXENICAS Y ZOONOSIS",1331,"EVALUACIÓN DE DIAGNOSTICO ESPECIALIZADO","4397505 EVALUACIÓN DE DIAGNOSTICO ESPECIALIZADO","3000001","5000085","2.3. 2  9. 1  1","LOCACION DE SERVICIOS REALIZADOS POR PERSONAS NATURALES RELACIONADAS AL ROL DE LA ENTIDAD","2.3. 2  9. 1  1 LOCACION DE SERVICIOS REALIZADOS POR PERSONAS NATURALES RELACIONADAS AL ROL DE LA ENTIDAD","I","S",2,"070500030622","SERVICIO DE EXAMEN MÉDICO OCUPACIONAL","070500030622 SERVICIO DE EXAMEN MÉDICO OCUPACIONAL"
201,16,"TBC-VIH/SIDA","0016 TBC-VIH/SIDA",33,"DIAGNOSTICO DE CASOS DE TUBERCULOSIS","33 DIAGNOSTICO DE CASOS DE TUBERCULOSIS",210,"DIAGNOSTICO DE TUBERCULOSIS EXTRA PULMONAR","4396402 DIAGNOSTICO DE TUBERCULOSIS EXTRA PULMONAR","3000614","5004438","2.3. 2  4. 7  1","DE MAQUINARIAS Y EQUIPOS","2.3. 2  4. 7  1 DE MAQUINARIAS Y EQUIPOS","I","S",2,"603000220010","MANTENIMIENTO CORRECTIVO DE SISTEMA DE PERIFONEO","603000220010 MANTENIMIENTO CORRECTIVO DE SISTEMA DE PERIFONEO"
202,16,"TBC-VIH/SIDA","0016 TBC-VIH/SIDA",33,"DIAGNOSTICO DE CASOS DE TUBERCULOSIS","33 DIAGNOSTICO DE CASOS DE TUBERCULOSIS",209,"DIAGNOSTICO DE TUBERCULOSIS PULMONAR","4396401 DIAGNOSTICO DE TUBERCULOSIS PULMONAR","3000614","5004438","2.3. 2  4. 7  1","DE MAQUINARIAS Y EQUIPOS","2.3. 2  4. 7  1 DE MAQUINARIAS Y EQUIPOS","I","S",2,"603000220010","MANTENIMIENTO CORRECTIVO DE SISTEMA DE PERIFONEO","603000220010 MANTENIMIENTO CORRECTIVO DE SISTEMA DE PERIFONEO"
203,129,"PREVENCION Y MANEJO DE CONDICIONES SECUNDARIAS DE SALUD EN PERSONAS CON DISCAPACIDAD","0129 PREVENCION Y MANEJO DE CONDICIONES SECUNDARIAS DE SALUD EN PERSONAS CON DISCAPACIDAD",108,"DESARROLLO DE NORMAS Y GUIAS TECNICAS EN DISCAPACIDAD","108 DESARROLLO DE NORMAS Y GUIAS TECNICAS EN DISCAPACIDAD",1429,"IMPLEMENTACIÓN DE DOCUMENTOS TÉCNICOS NORMATIVOS","5005146 IMPLEMENTACIÓN DE DOCUMENTOS TÉCNICOS NORMATIVOS","3000001","5005144","2.3. 2  7.11  6","SERVICIO DE IMPRESIONES, ENCUADERNACION Y EMPASTADO","2.3. 2  7.11  6 SERVICIO DE IMPRESIONES, ENCUADERNACION Y EMPASTADO","I","S",2,"500100050561","SERVICIO DE IMPRESIONES EN GENERAL","500100050561 SERVICIO DE IMPRESIONES EN GENERAL"
204,17,"ENFERMEDADES METAXENICAS Y ZOONOSIS","0017 ENFERMEDADES METAXENICAS Y ZOONOSIS",51,"POBLADORES DE AREAS CON RIESGO DE TRASMISION INFORMADA CONOCE LOS MECANISMOS DE TRASMISION DE ENFERMEDADES METAXENICAS Y ZOONOTICAS","51 POBLADORES DE AREAS CON RIESGO DE TRASMISION INFORMADA CONOCE LOS MECANISMOS DE TRASMISION DE ENFERMEDADES METAXENICAS Y ZOONOTICAS",247,"POBLACION INFORMADA SOBRE PREVENCION Y CONTROL DE LAS ENFERMEDADES METAXENICAS Y ZOONOTICAS POR MEDIOS ALTERNATIVOS","4398002 POBLACION INFORMADA SOBRE PREVENCION Y CONTROL DE LAS ENFERMEDADES METAXENICAS Y ZOONOTICAS POR MEDIOS ALTERNATIVOS","3043980","5000090","2.3. 2  7.11  6","SERVICIO DE IMPRESIONES, ENCUADERNACION Y EMPASTADO","2.3. 2  7.11  6 SERVICIO DE IMPRESIONES, ENCUADERNACION Y EMPASTADO","I","S",2,"500100050561","SERVICIO DE IMPRESIONES EN GENERAL","500100050561 SERVICIO DE IMPRESIONES EN GENERAL"
205,17,"ENFERMEDADES METAXENICAS Y ZOONOSIS","0017 ENFERMEDADES METAXENICAS Y ZOONOSIS",47,"MONITOREO, SUPERVISION, EVALUACION Y CONTROL METAXENICAS Y ZOONOSIS","47 MONITOREO, SUPERVISION, EVALUACION Y CONTROL METAXENICAS Y ZOONOSIS",1331,"EVALUACIÓN DE DIAGNOSTICO ESPECIALIZADO","4397505 EVALUACIÓN DE DIAGNOSTICO ESPECIALIZADO","3000001","5000085","2.3. 2  7.11  6","SERVICIO DE IMPRESIONES, ENCUADERNACION Y EMPASTADO","2.3. 2  7.11  6 SERVICIO DE IMPRESIONES, ENCUADERNACION Y EMPASTADO","I","S",2,"500100050561","SERVICIO DE IMPRESIONES EN GENERAL","500100050561 SERVICIO DE IMPRESIONES EN GENERAL"
206,18,"ENFERMEDADES NO TRANSMISIBLES","0018 ENFERMEDADES NO TRANSMISIBLES",56,"MONITOREO, SUPERVISION, EVALUACION Y CONTROL DE ENFERMEDADES NO TRASMISIBLES","56 MONITOREO, SUPERVISION, EVALUACION Y CONTROL DE ENFERMEDADES NO TRASMISIBLES",392,"EVALUACION DEL PROGRAMA DE NO TRASMISIBLES","4398503 EVALUACION DEL PROGRAMA DE NO TRASMISIBLES","3000001","5004452","2.3. 2  7.11  6","SERVICIO DE IMPRESIONES, ENCUADERNACION Y EMPASTADO","2.3. 2  7.11  6 SERVICIO DE IMPRESIONES, ENCUADERNACION Y EMPASTADO","I","S",2,"500100050561","SERVICIO DE IMPRESIONES EN GENERAL","500100050561 SERVICIO DE IMPRESIONES EN GENERAL"
207,17,"ENFERMEDADES METAXENICAS Y ZOONOSIS","0017 ENFERMEDADES METAXENICAS Y ZOONOSIS",52,"VIVIENDAS PROTEGIDAS DE LOS PRINCIPALES CONDICIONANTES DEL RIESGO EN LAS AREAS DE ALTO Y MUY ALTO RIESGO DE ENFERMEDADES METAXENICAS Y ZOONOSIS","52 VIVIENDAS PROTEGIDAS DE LOS PRINCIPALES CONDICIONANTES DEL RIESGO EN LAS AREAS DE ALTO Y MUY ALTO RIESGO DE ENFERMEDADES METAXENICAS Y ZOONOSIS",262,"VIVIENDAS EN AREAS DE TRANSMISION DE DENGUE CON VIGILANCIA ENTOMOLOGICA DOMICILIARIA EN ESCENARIOS II Y III","4398115 VIVIENDAS EN AREAS DE TRANSMISION DE DENGUE CON VIGILANCIA ENTOMOLOGICA DOMICILIARIA EN ESCENARIOS II Y III","3043981","5000091","2.3. 2  7.11  6","SERVICIO DE IMPRESIONES, ENCUADERNACION Y EMPASTADO","2.3. 2  7.11  6 SERVICIO DE IMPRESIONES, ENCUADERNACION Y EMPASTADO","I","S",2,"500100050561","SERVICIO DE IMPRESIONES EN GENERAL","500100050561 SERVICIO DE IMPRESIONES EN GENERAL"
208,17,"ENFERMEDADES METAXENICAS Y ZOONOSIS","0017 ENFERMEDADES METAXENICAS Y ZOONOSIS",47,"MONITOREO, SUPERVISION, EVALUACION Y CONTROL METAXENICAS Y ZOONOSIS","47 MONITOREO, SUPERVISION, EVALUACION Y CONTROL METAXENICAS Y ZOONOSIS",1331,"EVALUACIÓN DE DIAGNOSTICO ESPECIALIZADO","4397505 EVALUACIÓN DE DIAGNOSTICO ESPECIALIZADO","3000001","5000085","2.3. 2  7. 3  2","REALIZADO POR PERSONAS NATURALES","2.3. 2  7. 3  2 REALIZADO POR PERSONAS NATURALES","I","S",5,"352000010146","CAPACITACION PARA TECNICOS EN SALUD","352000010146 CAPACITACION PARA TECNICOS EN SALUD"
209,17,"ENFERMEDADES METAXENICAS Y ZOONOSIS","0017 ENFERMEDADES METAXENICAS Y ZOONOSIS",47,"MONITOREO, SUPERVISION, EVALUACION Y CONTROL METAXENICAS Y ZOONOSIS","47 MONITOREO, SUPERVISION, EVALUACION Y CONTROL METAXENICAS Y ZOONOSIS",1331,"EVALUACIÓN DE DIAGNOSTICO ESPECIALIZADO","4397505 EVALUACIÓN DE DIAGNOSTICO ESPECIALIZADO","3000001","5000085","2.3. 1  2. 1  1","VESTUARIO, ACCESORIOS Y PRENDAS DIVERSAS","2.3. 1  2. 1  1 VESTUARIO, ACCESORIOS Y PRENDAS DIVERSAS","I","B",5,"899600080088","CAMISETA DE ALGODÓN MANGA CORTA","899600080088 CAMISETA DE ALGODÓN MANGA CORTA"
210,16,"TBC-VIH/SIDA","0016 TBC-VIH/SIDA",33,"DIAGNOSTICO DE CASOS DE TUBERCULOSIS","33 DIAGNOSTICO DE CASOS DE TUBERCULOSIS",210,"DIAGNOSTICO DE TUBERCULOSIS EXTRA PULMONAR","4396402 DIAGNOSTICO DE TUBERCULOSIS EXTRA PULMONAR","3000614","5004438","2.3. 1  6. 1  4","DE SEGURIDAD","2.3. 1  6. 1  4 DE SEGURIDAD","I","B",2,"805000080111","FILTRO DE PARTÍCULAS DE ALTA EFICIENCIA PARA EQUIPO DE PROTECCIÓN RESPIRATORIA","805000080111 FILTRO DE PARTÍCULAS DE ALTA EFICIENCIA PARA EQUIPO DE PROTECCIÓN RESPIRATORIA"
211,16,"TBC-VIH/SIDA","0016 TBC-VIH/SIDA",33,"DIAGNOSTICO DE CASOS DE TUBERCULOSIS","33 DIAGNOSTICO DE CASOS DE TUBERCULOSIS",209,"DIAGNOSTICO DE TUBERCULOSIS PULMONAR","4396401 DIAGNOSTICO DE TUBERCULOSIS PULMONAR","3000614","5004438","2.6. 3  2. 9  3","SEGURIDAD INDUSTRIAL","2.6. 3  2. 9  3 SEGURIDAD INDUSTRIAL","I","B",6,"882285060006","EQUIPO RESPIRADOR PURIFICADOR DE AIRE FORZADO","882285060006 EQUIPO RESPIRADOR PURIFICADOR DE AIRE FORZADO"
212,17,"ENFERMEDADES METAXENICAS Y ZOONOSIS","0017 ENFERMEDADES METAXENICAS Y ZOONOSIS",51,"POBLADORES DE AREAS CON RIESGO DE TRASMISION INFORMADA CONOCE LOS MECANISMOS DE TRASMISION DE ENFERMEDADES METAXENICAS Y ZOONOTICAS","51 POBLADORES DE AREAS CON RIESGO DE TRASMISION INFORMADA CONOCE LOS MECANISMOS DE TRASMISION DE ENFERMEDADES METAXENICAS Y ZOONOTICAS",247,"POBLACION INFORMADA SOBRE PREVENCION Y CONTROL DE LAS ENFERMEDADES METAXENICAS Y ZOONOTICAS POR MEDIOS ALTERNATIVOS","4398002 POBLACION INFORMADA SOBRE PREVENCION Y CONTROL DE LAS ENFERMEDADES METAXENICAS Y ZOONOTICAS POR MEDIOS ALTERNATIVOS","3043980","5000090","2.3. 1  2. 1  1","VESTUARIO, ACCESORIOS Y PRENDAS DIVERSAS","2.3. 1  2. 1  1 VESTUARIO, ACCESORIOS Y PRENDAS DIVERSAS","I","B",2,"899600150021","CASACA IMPERMEABLE CON CAPUCHA UNISEX","899600150021 CASACA IMPERMEABLE CON CAPUCHA UNISEX"
213,17,"ENFERMEDADES METAXENICAS Y ZOONOSIS","0017 ENFERMEDADES METAXENICAS Y ZOONOSIS",47,"MONITOREO, SUPERVISION, EVALUACION Y CONTROL METAXENICAS Y ZOONOSIS","47 MONITOREO, SUPERVISION, EVALUACION Y CONTROL METAXENICAS Y ZOONOSIS",1331,"EVALUACIÓN DE DIAGNOSTICO ESPECIALIZADO","4397505 EVALUACIÓN DE DIAGNOSTICO ESPECIALIZADO","3000001","5000085","2.3. 1  2. 1  1","VESTUARIO, ACCESORIOS Y PRENDAS DIVERSAS","2.3. 1  2. 1  1 VESTUARIO, ACCESORIOS Y PRENDAS DIVERSAS","I","B",2,"899600150365","CASACA IMPERMEABLE CON CAPUCHA UNISEX COLOR AZUL TALLA S","899600150365 CASACA IMPERMEABLE CON CAPUCHA UNISEX COLOR AZUL TALLA S"
214,18,"ENFERMEDADES NO TRANSMISIBLES","0018 ENFERMEDADES NO TRANSMISIBLES",57,"DESARROLLO DE NORMAS Y GUIAS TECNICAS EN ENFERMEDADES NO TRASMISIBLES","57 DESARROLLO DE NORMAS Y GUIAS TECNICAS EN ENFERMEDADES NO TRASMISIBLES",676,"DESARROLLO DE NORMAS Y GUIAS TECNICAS EN ENFERMEDADES NO TRANSMISIBLES","0043986 DESARROLLO DE NORMAS Y GUIAS TECNICAS EN ENFERMEDADES NO TRANSMISIBLES","3000001","5004453","2.3. 1  2. 1  1","VESTUARIO, ACCESORIOS Y PRENDAS DIVERSAS","2.3. 1  2. 1  1 VESTUARIO, ACCESORIOS Y PRENDAS DIVERSAS","I","B",2,"899600070111","CHALECO DE DRIL TIPO PERIODISTA UNISEX","899600070111 CHALECO DE DRIL TIPO PERIODISTA UNISEX"
215,17,"ENFERMEDADES METAXENICAS Y ZOONOSIS","0017 ENFERMEDADES METAXENICAS Y ZOONOSIS",47,"MONITOREO, SUPERVISION, EVALUACION Y CONTROL METAXENICAS Y ZOONOSIS","47 MONITOREO, SUPERVISION, EVALUACION Y CONTROL METAXENICAS Y ZOONOSIS",1331,"EVALUACIÓN DE DIAGNOSTICO ESPECIALIZADO","4397505 EVALUACIÓN DE DIAGNOSTICO ESPECIALIZADO","3000001","5000085","2.3. 1  6. 1  4","DE SEGURIDAD","2.3. 1  6. 1  4 DE SEGURIDAD","I","B",2,"805000050164","GUANTE CRIOGENICO TALLA M","805000050164 GUANTE CRIOGENICO TALLA M"
216,131,"CONTROL Y PREVENCION EN SALUD MENTAL","0131 CONTROL Y PREVENCION EN SALUD MENTAL",122,"TRATAMIENTO AMBULATORIO DEPERSONAS CON TRASTORNOS AFECTIVOS (DEPRESION Y CONDUCTA SUICIDA) Y DE ANSIEDAD","122 TRATAMIENTO AMBULATORIO DEPERSONAS CON TRASTORNOS AFECTIVOS (DEPRESION Y CONDUCTA SUICIDA) Y DE ANSIEDAD",1437,"TRATAMIENTO AMBULATORIO DE PERSONAS CON DEPRESIÓN","5005190 TRATAMIENTO AMBULATORIO DE PERSONAS CON DEPRESIÓN","3000700","5005190","2.6. 3  2. 4  1","MOBILIARIO","2.6. 3  2. 4  1 MOBILIARIO","I","B",3,"746460980009","MÓDULO DE MELAMINA","746460980009 MÓDULO DE MELAMINA"
217,17,"ENFERMEDADES METAXENICAS Y ZOONOSIS","0017 ENFERMEDADES METAXENICAS Y ZOONOSIS",47,"MONITOREO, SUPERVISION, EVALUACION Y CONTROL METAXENICAS Y ZOONOSIS","47 MONITOREO, SUPERVISION, EVALUACION Y CONTROL METAXENICAS Y ZOONOSIS",1331,"EVALUACIÓN DE DIAGNOSTICO ESPECIALIZADO","4397505 EVALUACIÓN DE DIAGNOSTICO ESPECIALIZADO","3000001","5000085","2.3. 1  2. 1  1","VESTUARIO, ACCESORIOS Y PRENDAS DIVERSAS","2.3. 1  2. 1  1 VESTUARIO, ACCESORIOS Y PRENDAS DIVERSAS","I","B",2,"899600200014","BUZO DE TASLAN UNISEX","899600200014 BUZO DE TASLAN UNISEX"
218,17,"ENFERMEDADES METAXENICAS Y ZOONOSIS","0017 ENFERMEDADES METAXENICAS Y ZOONOSIS",47,"MONITOREO, SUPERVISION, EVALUACION Y CONTROL METAXENICAS Y ZOONOSIS","47 MONITOREO, SUPERVISION, EVALUACION Y CONTROL METAXENICAS Y ZOONOSIS",1331,"EVALUACIÓN DE DIAGNOSTICO ESPECIALIZADO","4397505 EVALUACIÓN DE DIAGNOSTICO ESPECIALIZADO","3000001","5000085","2.6. 3  2. 1  2","MOBILIARIO","2.6. 3  2. 1  2 MOBILIARIO","I","B",2,"746443220001","ESTANTE ESCRITORIO","746443220001 ESTANTE ESCRITORIO"
219,2,"SALUD MATERNO NEONATAL","0002 SALUD MATERNO NEONATAL",14,"ADOLESCENTES ACCEDEN A SERVICIOS DE SALUD PARA PREVENCION DEL EMBARAZO","14 ADOLESCENTES ACCEDEN A SERVICIOS DE SALUD PARA PREVENCION DEL EMBARAZO",80,"ATENCION INTEGRAL PARA LA PREVENCION DEL EMBARAZO ADOLESCENTE","5000502 ATENCION INTEGRAL PARA LA PREVENCION DEL EMBARAZO ADOLESCENTE","3000005","5000058","2.3. 1  2. 1  2","TEXTILES Y ACABADOS TEXTILES","2.3. 1  2. 1  2 TEXTILES Y ACABADOS TEXTILES","I","B",2,"798100060126","SABANA DE TELA DRIL DE 1.40 m COLOR BLANCO","798100060126 SABANA DE TELA DRIL DE 1.40 m COLOR BLANCO"
220,17,"ENFERMEDADES METAXENICAS Y ZOONOSIS","0017 ENFERMEDADES METAXENICAS Y ZOONOSIS",47,"MONITOREO, SUPERVISION, EVALUACION Y CONTROL METAXENICAS Y ZOONOSIS","47 MONITOREO, SUPERVISION, EVALUACION Y CONTROL METAXENICAS Y ZOONOSIS",1331,"EVALUACIÓN DE DIAGNOSTICO ESPECIALIZADO","4397505 EVALUACIÓN DE DIAGNOSTICO ESPECIALIZADO","3000001","5000085","2.3. 1  2. 1  1","VESTUARIO, ACCESORIOS Y PRENDAS DIVERSAS","2.3. 1  2. 1  1 VESTUARIO, ACCESORIOS Y PRENDAS DIVERSAS","I","B",2,"899600160012","CHAQUETA DE DRIL MANGA LARGA PARA DAMA","899600160012 CHAQUETA DE DRIL MANGA LARGA PARA DAMA"
